ID,Position,Name,Salary,GameInfo,AvgPointsPerGame
334,W,Ryan Reaves,2500,Was@StL 08:00PM ET,0.9
337,W,Tanner Glass,2500,NYR@Pit 07:00PM ET,0.563
338,W,Chris Porter,2500,Was@StL 08:00PM ET,0.364
343,W,T.J. Galiardi,2500,Wpg@Nsh 07:00PM ET,0.706
346,W,Matt Halischuk,2500,Wpg@Nsh 07:00PM ET,0.273
347,W,Drayson Bowman,2500,Phi@Mon 07:00PM ET,0
353,W,Magnus Paajarvi,2500,Was@StL 08:00PM ET,0.455
355,W,Erik Condra,2500,Ott@Cgy 10:00PM ET,0.458
357,W,Zac Rinaldo,2500,Phi@Mon 07:00PM ET,0.893
358,W,Matt Martin,2500,NYI@TB 07:00PM ET,0.969
361,W,Marcus Foligno,2500,Tor@Buf 07:00PM ET,1.167
363,W,Brandon Bollig,2500,Ott@Cgy 10:00PM ET,1
366,W,Gabriel Bourque,2500,Wpg@Nsh 07:00PM ET,0.731
367,W,Colin Greening,2500,Ott@Cgy 10:00PM ET,0.591
369,W,Brett Connolly,2500,NYI@TB 07:00PM ET,1.167
370,W,Beau Bennett,2500,NYR@Pit 07:00PM ET,0.5
371,W,Corey Tropp,2500,SJ@Cls 07:00PM ET,0.5
375,W,Tye McGinn,2500,SJ@Cls 07:00PM ET,0.563
377,W,Jesper Fast,2500,NYR@Pit 07:00PM ET,0.583
378,W,Taylor Beck,2500,Wpg@Nsh 07:00PM ET,0.844
379,W,Jason Akeson,2500,Phi@Mon 07:00PM ET,0.423
381,W,Matt Frattin,2500,Tor@Buf 07:00PM ET,0.231
382,W,Cory Conacher,2500,NYI@TB 07:00PM ET,1.464
385,W,Nicolas Deslauriers,2500,Tor@Buf 07:00PM ET,1.028
388,W,Matthew Nieto,2500,SJ@Cls 07:00PM ET,1.944
389,W,Adam Lowry,2500,Wpg@Nsh 07:00PM ET,1
390,W,Josh Leivo,2500,Tor@Buf 07:00PM ET,1.1
391,W,J.T. Brown,2500,NYI@TB 07:00PM ET,1.344
400,W,Anthony Duclair,2500,NYR@Pit 07:00PM ET,1.75
401,W,Barclay Goodrow,2500,SJ@Cls 07:00PM ET,0.643
402,W,Pierre-Edouard Bellemare,2500,Phi@Mon 07:00PM ET,1.7
403,W,Dennis Everberg,2500,Col@NJ 07:00PM ET,1.5
